config_id,status,config.hill_climbing_steps,config.mutation_prob,config.population_size,config.tabu_length,metadata.account_for_cost,metadata.eval_cost,metadata.max,metadata.time_end,metadata.time_sampled,metadata.used,result.cost,result.loss,result.info_dict.fitness_score,result.info_dict.hill_climbing_steps,result.info_dict.input_file,result.info_dict.mutation_prob,result.info_dict.population_size,result.info_dict.runtime,result.info_dict.tabu_length
1,complete,19.0,0.039795522453352765,33.0,14.0,True,0.2100205421447754,,1750084507.1201205,1750084506.8921947,0.0,0.2100205421447754,-2107.0,2107.0,19.0,B80_L7_D9.txt,0.039795522453352765,33.0,0.2100205421447754,14.0
7,complete,4.0,0.21846062297802016,38.0,0.0,True,0.2859935760498047,,1750084513.1349201,1750084512.835934,5.55901312828064,0.2859935760498047,-2107.0,2107.0,4.0,B80_L7_D9.txt,0.21846062297802016,38.0,0.2859935760498047,0.0
6,complete,19.0,0.027533528950195556,39.0,14.0,True,0.17998957633972168,,1750084512.8229187,1750084512.6189544,5.379023551940918,0.17998957633972168,-2107.0,2107.0,19.0,B80_L7_D9.txt,0.027533528950195556,39.0,0.17998957633972168,14.0
5,complete,18.0,0.09576438794162177,25.0,14.0,True,0.37079429626464844,,1750084512.6019213,1750084512.2141132,5.0082292556762695,0.37079429626464844,-2107.0,2107.0,18.0,B80_L7_D9.txt,0.09576438794162177,25.0,0.37079429626464844,14.0
4,complete,39.0,0.025558075430227655,28.0,3.0,True,0.2960033416748047,,1750084512.200127,1750084511.896118,4.712225914001465,0.2960033416748047,-2107.0,2107.0,39.0,B80_L7_D9.txt,0.025558075430227655,28.0,0.2960033416748047,3.0
3,complete,16.0,0.4416931206088517,89.0,14.0,True,3.8820879459381104,,1750084511.8801868,1750084507.9861095,0.8301379680633545,3.8820879459381104,-2107.0,2107.0,16.0,B80_L7_D9.txt,0.4416931206088517,89.0,3.8820879459381104,14.0
20,complete,0.0,0.042246159018901074,21.0,15.0,True,0.011000633239746094,,1750084539.7594075,1750084539.7384005,28.962030172348022,0.011000633239746094,-2107.0,2107.0,0.0,B80_L7_D9.txt,0.042246159018901074,21.0,0.011000633239746094,15.0
2,complete,36.0,0.0945184212737285,34.0,13.0,True,0.6201174259185791,,1750084507.9692142,1750084507.3430967,0.2100205421447754,0.6201174259185791,-2107.0,2107.0,36.0,B80_L7_D9.txt,0.0945184212737285,34.0,0.6201174259185791,13.0
19,complete,36.0,0.21790218542507023,62.0,0.0,True,2.742990732192993,,1750084539.545412,1750084536.793418,26.21903944015503,2.742990732192993,-2107.0,2107.0,36.0,B80_L7_D9.txt,0.21790218542507023,62.0,2.742990732192993,0.0
18,complete,0.0,0.43837421768342594,71.0,15.0,True,0.11800193786621094,,1750084536.6754036,1750084536.5474017,26.10103750228882,0.11800193786621094,-2107.0,2107.0,0.0,B80_L7_D9.txt,0.43837421768342594,71.0,0.11800193786621094,15.0
17,complete,39.0,0.30248986069344586,85.0,14.0,True,4.848089933395386,,1750084536.3544993,1750084531.4884157,21.252947568893433,4.848089933395386,-2107.0,2107.0,39.0,B80_L7_D9.txt,0.30248986069344586,85.0,4.848089933395386,14.0
16,complete,2.0,0.048271961087775185,95.0,15.0,True,0.10710525512695312,,1750084531.2415066,1750084531.1244018,21.14584231376648,0.10710525512695312,-2107.0,2107.0,2.0,B80_L7_D9.txt,0.048271961087775185,95.0,0.10710525512695312,15.0
15,complete,6.0,0.11066467715311985,100.0,3.0,True,0.5630977153778076,,1750084530.9164062,1750084530.342418,20.582744598388672,0.5630977153778076,-2107.0,2107.0,6.0,B80_L7_D9.txt,0.11066467715311985,100.0,0.5630977153778076,3.0
14,complete,36.0,0.48011405195230417,29.0,15.0,True,2.801847219467163,,1750084530.1914,1750084527.3715613,17.78089737892151,2.801847219467163,-2107.0,2107.0,36.0,B80_L7_D9.txt,0.48011405195230417,29.0,2.801847219467163,15.0
13,complete,35.0,0.019046066516717836,97.0,4.0,True,0.682110071182251,,1750084527.1066558,1750084526.4165633,17.098787307739258,0.682110071182251,-2107.0,2107.0,35.0,B80_L7_D9.txt,0.019046066516717836,97.0,0.682110071182251,4.0
12,complete,32.0,0.44334343906522183,10.0,2.0,True,0.8860952854156494,,1750084526.284407,1750084525.3892817,16.21269202232361,0.8860952854156494,-2107.0,2107.0,32.0,B80_L7_D9.txt,0.44334343906522183,10.0,0.8860952854156494,2.0
11,complete,39.0,0.48980463786092177,86.0,2.0,True,8.688710451126099,,1750084525.238322,1750084516.539613,7.52398157119751,8.688710451126099,-2107.0,2107.0,39.0,B80_L7_D9.txt,0.48980463786092177,86.0,8.688710451126099,2.0
10,complete,5.0,0.4973921691405701,82.0,1.0,True,1.28397798538208,,1750084514.961918,1750084513.6679184,6.24000358581543,1.28397798538208,-2107.0,2107.0,5.0,B80_L7_D9.txt,0.4973921691405701,82.0,1.28397798538208,1.0
8,complete,7.0,0.12348183016441663,47.0,11.0,True,0.2790038585662842,,1750084513.471924,1750084513.1679375,5.845006704330444,0.2790038585662842,-2107.0,2107.0,7.0,B80_L7_D9.txt,0.12348183016441663,47.0,0.2790038585662842,11.0
9,complete,1.0,0.3175155425498935,19.0,7.0,True,0.11599302291870117,,1750084513.6369324,1750084513.5009224,6.1240105628967285,0.11599302291870117,-2107.0,2107.0,1.0,B80_L7_D9.txt,0.3175155425498935,19.0,0.11599302291870117,7.0
