config_id,status,config.hill_climbing_steps,config.mutation_prob,config.population_size,config.tabu_length,metadata.account_for_cost,metadata.eval_cost,metadata.max,metadata.time_end,metadata.time_sampled,metadata.used,result.cost,result.loss,result.info_dict.fitness_score,result.info_dict.hill_climbing_steps,result.info_dict.input_file,result.info_dict.mutation_prob,result.info_dict.population_size,result.info_dict.runtime,result.info_dict.tabu_length
1,complete,31.0,0.4341842777677638,53.0,8.0,True,10.05314588546753,,1749996861.016769,1749996850.891878,0.0,10.05314588546753,-900.0,900.0,31.0,B60_L6_D6.txt,0.4341842777677638,53.0,10.05314588546753,8.0
7,complete,5.0,0.2540365431830112,54.0,10.0,True,1.0567593574523926,,1749996882.7851443,1749996881.7014925,29.22755742073059,1.0567593574523926,-900.0,900.0,5.0,B60_L6_D6.txt,0.2540365431830112,54.0,1.0567593574523926,10.0
6,complete,13.0,0.2549339842424001,55.0,15.0,True,2.172192096710205,,1749996881.682136,1749996879.4989307,27.055365324020386,2.172192096710205,-900.0,900.0,13.0,B60_L6_D6.txt,0.2549339842424001,55.0,2.172192096710205,15.0
5,complete,21.0,0.32885274838199885,15.0,4.0,True,1.8116803169250488,,1749996879.4786017,1749996877.643859,25.243685007095337,1.8116803169250488,-900.0,900.0,21.0,B60_L6_D6.txt,0.32885274838199885,15.0,1.8116803169250488,4.0
4,complete,10.0,0.012183811594896485,24.0,2.0,True,0.0398867130279541,,1749996877.621811,1749996877.5718765,25.203798294067383,0.0398867130279541,-900.0,900.0,10.0,B60_L6_D6.txt,0.012183811594896485,24.0,0.0398867130279541,2.0
3,complete,38.0,0.4938977401791238,20.0,0.0,True,4.616720676422119,,1749996877.554799,1749996872.9168832,20.587077617645264,4.616720676422119,-900.0,900.0,38.0,B60_L6_D6.txt,0.4938977401791238,20.0,4.616720676422119,0.0
20,complete,4.0,0.027362308927135363,20.0,14.0,True,0.0293576717376709,,1749996922.3761413,1749996922.3304546,58.407357931137085,0.0293576717376709,-900.0,900.0,4.0,B60_L6_D6.txt,0.027362308927135363,20.0,0.0293576717376709,14.0
2,complete,27.0,0.3817997258951107,89.0,12.0,True,10.533931732177734,,1749996872.8381486,1749996862.2872329,10.05314588546753,10.533931732177734,-900.0,900.0,27.0,B60_L6_D6.txt,0.3817997258951107,89.0,10.533931732177734,12.0
19,complete,2.0,0.46693543485504946,46.0,2.0,True,1.087770938873291,,1749996922.0542638,1749996920.95031,57.319586992263794,1.087770938873291,-900.0,900.0,2.0,B60_L6_D6.txt,0.46693543485504946,46.0,1.087770938873291,2.0
18,complete,40.0,0.07570368381817073,12.0,6.0,True,0.35681939125061035,,1749996920.4601014,1749996920.0847678,56.962767601013184,0.35681939125061035,-900.0,900.0,40.0,B60_L6_D6.txt,0.07570368381817073,12.0,0.35681939125061035,6.0
17,complete,37.0,0.2526221026921781,86.0,0.0,True,10.058963060379028,,1749996919.7913678,1749996909.6854713,46.903804540634155,10.058963060379028,-900.0,900.0,37.0,B60_L6_D6.txt,0.2526221026921781,86.0,10.058963060379028,0.0
16,complete,0.0,0.44931587931549677,93.0,15.0,True,0.27173519134521484,,1749996908.8310483,1749996908.4994805,46.63206934928894,0.27173519134521484,-900.0,900.0,0.0,B60_L6_D6.txt,0.44931587931549677,93.0,0.27173519134521484,15.0
15,complete,5.0,0.06474519901090443,98.0,11.0,True,0.7764348983764648,,1749996908.119359,1749996907.294425,45.855634450912476,0.7764348983764648,-900.0,900.0,5.0,B60_L6_D6.txt,0.06474519901090443,98.0,0.7764348983764648,11.0
14,complete,2.0,0.4810272691287644,12.0,10.0,True,0.28926658630371094,,1749996906.8718162,1749996906.5370798,45.566367864608765,0.28926658630371094,-900.0,900.0,2.0,B60_L6_D6.txt,0.4810272691287644,12.0,0.28926658630371094,10.0
13,complete,25.0,0.03507317832230393,12.0,15.0,True,0.3731997013092041,,1749996905.9854722,1749996905.595823,45.19316816329956,0.3731997013092041,-900.0,900.0,25.0,B60_L6_D6.txt,0.03507317832230393,12.0,0.3731997013092041,15.0
12,complete,0.0,0.08663228728595132,94.0,1.0,True,0.27213025093078613,,1749996905.277333,1749996904.9655697,44.921037912368774,0.27213025093078613,-900.0,900.0,0.0,B60_L6_D6.txt,0.08663228728595132,94.0,0.27213025093078613,1.0
11,complete,39.0,0.014734707153405663,83.0,8.0,True,0.7530312538146973,,1749996904.3923094,1749996903.622962,44.16800665855408,0.7530312538146973,-900.0,900.0,39.0,B60_L6_D6.txt,0.014734707153405663,83.0,0.7530312538146973,8.0
10,complete,16.0,0.42493226136010265,98.0,3.0,True,9.122644662857056,,1749996896.9753537,1749996887.7849896,35.04536199569702,9.122644662857056,-900.0,900.0,16.0,B60_L6_D6.txt,0.42493226136010265,98.0,9.122644662857056,3.0
8,complete,32.0,0.4335603313772601,14.0,8.0,True,2.92313814163208,,1749996885.8268318,1749996882.8521035,30.284316778182983,2.92313814163208,-900.0,900.0,32.0,B60_L6_D6.txt,0.4335603313772601,14.0,2.92313814163208,8.0
9,complete,22.0,0.2154813018059058,25.0,4.0,True,1.837907075881958,,1749996887.7489364,1749996885.8922446,33.20745491981506,1.837907075881958,-900.0,900.0,22.0,B60_L6_D6.txt,0.2154813018059058,25.0,1.837907075881958,4.0
