config_id,status,config.hill_climbing_steps,config.mutation_prob,config.population_size,config.tabu_length,metadata.account_for_cost,metadata.eval_cost,metadata.max,metadata.time_end,metadata.time_sampled,metadata.used,result.cost,result.loss,result.info_dict.fitness_score,result.info_dict.hill_climbing_steps,result.info_dict.input_file,result.info_dict.mutation_prob,result.info_dict.population_size,result.info_dict.runtime,result.info_dict.tabu_length
1,complete,17.0,0.021919526489118248,100.0,14.0,True,13.162535905838013,,1751004999.8813257,1751004986.6627877,0.0,13.162535905838013,-344479.0,344479.0,17.0,B1.5k_L20_D40.txt,0.021919526489118248,100.0,13.162535905838013,14.0
10,complete,4.0,0.3299027287210965,38.0,12.0,True,9.243581056594849,,1751005902.0233014,1751005892.7378132,904.5556678771973,9.243581056594849,-344479.0,344479.0,4.0,B1.5k_L20_D40.txt,0.3299027287210965,38.0,9.243581056594849,12.0
2,complete,6.0,0.12658547224613445,99.0,3.0,True,21.58631730079651,,1751005022.4109995,1751005000.8046803,13.162535905838013,21.58631730079651,-344479.0,344479.0,6.0,B1.5k_L20_D40.txt,0.12658547224613445,99.0,21.58631730079651,3.0
3,complete,3.0,0.05547193783368212,35.0,14.0,True,1.8550493717193604,,1751005024.3421338,1751005022.4460006,34.74885320663452,1.8550493717193604,-344479.0,344479.0,3.0,B1.5k_L20_D40.txt,0.05547193783368212,35.0,1.8550493717193604,14.0
4,complete,21.0,0.13412788415540647,47.0,14.0,True,31.440118551254272,,1751005055.8761332,1751005024.4110265,36.60390257835388,31.440118551254272,-344479.0,344479.0,21.0,B1.5k_L20_D40.txt,0.13412788415540647,47.0,31.440118551254272,14.0
5,complete,32.0,0.3722233543294405,79.0,12.0,True,653.0850992202759,,1751005709.0098932,1751005055.9017978,68.04402112960815,653.0850992202759,-344479.0,344479.0,32.0,B1.5k_L20_D40.txt,0.3722233543294405,79.0,653.0850992202759,12.0
6,complete,2.0,0.15772900824255787,78.0,11.0,True,5.286426067352295,,1751005714.3365629,1751005709.0310998,721.129120349884,5.286426067352295,-344479.0,344479.0,2.0,B1.5k_L20_D40.txt,0.15772900824255787,78.0,5.286426067352295,11.0
7,complete,9.0,0.3124247612470186,85.0,9.0,True,44.884026765823364,,1751005759.2676883,1751005714.3605442,726.4155464172363,44.884026765823364,-344479.0,344479.0,9.0,B1.5k_L20_D40.txt,0.3124247612470186,85.0,44.884026765823364,9.0
8,complete,15.0,0.23434869210535303,30.0,13.0,True,22.050954580307007,,1751005781.4013395,1751005759.304511,771.2995731830597,22.050954580307007,-344479.0,344479.0,15.0,B1.5k_L20_D40.txt,0.23434869210535303,30.0,22.050954580307007,13.0
9,complete,35.0,0.3155739217229744,57.0,2.0,True,111.20514011383057,,1751005892.652786,1751005781.4243574,793.3505277633667,111.20514011383057,-344479.0,344479.0,35.0,B1.5k_L20_D40.txt,0.3155739217229744,57.0,111.20514011383057,2.0
