config_id,status,config.hill_climbing_steps,config.mutation_prob,config.population_size,config.tabu_length,metadata.account_for_cost,metadata.eval_cost,metadata.max,metadata.time_end,metadata.time_sampled,metadata.used,result.cost,result.loss,result.info_dict.fitness_score,result.info_dict.hill_climbing_steps,result.info_dict.input_file,result.info_dict.mutation_prob,result.info_dict.population_size,result.info_dict.runtime,result.info_dict.tabu_length
1,complete,26.0,0.0284671084070717,47.0,6.0,True,2.709395170211792,,1749997866.0690222,1749997863.291998,0.0,2.709395170211792,2376550.0,2376550.0,26.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.0284671084070717,47.0,2.709395170211792,6.0
7,complete,29.0,0.3601165688889773,100.0,2.0,True,104.48337507247925,,1749998022.2928278,1749997917.7870862,53.194863080978394,104.48337507247925,2376550.0,2376550.0,29.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.3601165688889773,100.0,104.48337507247925,2.0
6,complete,10.0,0.09258156500992679,81.0,5.0,True,8.408578157424927,,1749997917.7673066,1749997909.339515,44.78628492355347,8.408578157424927,2376550.0,2376550.0,10.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.09258156500992679,81.0,8.408578157424927,5.0
5,complete,37.0,0.3247443954863988,18.0,4.0,True,21.38838028907776,,1749997909.3208678,1749997887.9066994,23.397904634475708,21.38838028907776,2376550.0,2376550.0,37.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.3247443954863988,18.0,21.38838028907776,4.0
4,complete,13.0,0.09045047751262617,51.0,8.0,True,7.715871095657349,,1749997887.881254,1749997880.128042,15.68203353881836,7.715871095657349,2376550.0,2376550.0,13.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.09045047751262617,51.0,7.715871095657349,8.0
3,complete,1.0,0.23370768754327997,17.0,12.0,True,0.5629067420959473,,1749997880.0668766,1749997879.4675012,15.119126796722412,0.5629067420959473,2376550.0,2376550.0,1.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.23370768754327997,17.0,0.5629067420959473,12.0
20,complete,15.0,0.4557846495159831,12.0,1.0,True,35.600167989730835,,1749998568.774553,1749998533.131076,656.4575562477112,35.600167989730835,2376550.0,2376550.0,15.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.4557846495159831,12.0,35.600167989730835,1.0
2,complete,8.0,0.15205277493679575,75.0,9.0,True,12.40973162651062,,1749997879.4310045,1749997866.9695957,2.709395170211792,12.40973162651062,2376550.0,2376550.0,8.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.15205277493679575,75.0,12.40973162651062,9.0
19,complete,35.0,0.02258737413325183,10.0,4.0,True,2.2142343521118164,,1749998531.2685878,1749998528.9969356,654.2433218955994,2.2142343521118164,2376550.0,2376550.0,35.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.02258737413325183,10.0,2.2142343521118164,4.0
18,complete,15.0,0.4834357520936186,85.0,15.0,True,184.05600833892822,,1749998528.2017615,1749998344.0952623,470.18731355667114,184.05600833892822,2376550.0,2376550.0,15.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.4834357520936186,85.0,184.05600833892822,15.0
17,complete,0.0,0.03889529321377942,93.0,15.0,True,0.6076498031616211,,1749998343.4968073,1749998342.8497999,469.5796637535095,0.6076498031616211,2376550.0,2376550.0,0.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.03889529321377942,93.0,0.6076498031616211,15.0
16,complete,34.0,0.46615141611161215,29.0,15.0,True,62.76481080055237,,1749998342.11365,1749998279.2988677,406.81485295295715,62.76481080055237,2376550.0,2376550.0,34.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.46615141611161215,29.0,62.76481080055237,15.0
15,complete,38.0,0.04405794364694268,10.0,13.0,True,0.6397099494934082,,1749998278.8542101,1749998278.1670704,406.17514300346375,0.6397099494934082,2376550.0,2376550.0,38.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.04405794364694268,10.0,0.6397099494934082,13.0
14,complete,4.0,0.48847261570698636,72.0,3.0,True,20.797665119171143,,1749998277.28213,1749998256.4394364,385.3774778842926,20.797665119171143,2376550.0,2376550.0,4.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.48847261570698636,72.0,20.797665119171143,3.0
13,complete,36.0,0.4674726230560617,100.0,14.0,True,128.50157523155212,,1749998255.9084666,1749998127.388187,256.8759026527405,128.50157523155212,2376550.0,2376550.0,36.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.4674726230560617,100.0,128.50157523155212,14.0
12,complete,0.0,0.1005966852725078,12.0,0.0,True,0.11383295059204102,,1749998127.220087,1749998127.094376,256.76206970214844,0.11383295059204102,2376550.0,2376550.0,0.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.1005966852725078,12.0,0.11383295059204102,0.0
11,complete,38.0,0.05669745893965304,95.0,14.0,True,19.75025701522827,,1749998126.7841322,1749998107.015929,237.01181268692017,19.75025701522827,2376550.0,2376550.0,38.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.05669745893965304,95.0,19.75025701522827,14.0
10,complete,14.0,0.25890668373352077,40.0,6.0,True,14.010891437530518,,1749998101.8149488,1749998087.7656958,223.00092124938965,14.010891437530518,2376550.0,2376550.0,14.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.25890668373352077,40.0,14.010891437530518,6.0
8,complete,31.0,0.12830123196031948,39.0,6.0,True,15.907880544662476,,1749998038.2600226,1749998022.3300612,157.67823815345764,15.907880544662476,2376550.0,2376550.0,31.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.12830123196031948,39.0,15.907880544662476,6.0
9,complete,23.0,0.4278452919047294,56.0,7.0,True,49.41480255126953,,1749998087.7287788,1749998038.28947,173.58611869812012,49.41480255126953,2376550.0,2376550.0,23.0,B3k_L1_D1.4k (Vatican Secret Archives Project).txt,0.4278452919047294,56.0,49.41480255126953,7.0
